"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101975,1997-04-15 18:30:00,0,"DWS-RQIS","HGCL2",15.8,97.5,326,51.4,0.26,11.86,8.3,61.9,0.484,3.715,,7.73,1.351,6.25,21.9,71.4,"G2H015Q01","G22H"
101975,1997-04-22 18:55:00,0,"DWS-RQIS","HGCL2",16,112.6,345,56.9,0.25,11.11,9.4,73.3,0.149,4.259,,7.6,1.549,5.76,25.1,60.4,"G2H015Q01","G22H"
101975,1997-04-29 18:15:00,0,"DWS-RQIS","HGCL2",16.1,87.8,276,48.3,0.21,10.62,8.1,57.1,0.381,1.171,,7.66,1.99,6.01,16.5,55.3,"G2H015Q01","G22H"
101975,1997-05-06 18:35:00,0,"DWS-RQIS","HGCL2",15.2,91.6,295,44.9,0.25,9.57,8,61,0.41,1.186,,7.47,1.517,6.1,22.2,62.8,"G2H015Q01","G22H"
101975,1997-05-13 17:36:00,0,"DWS-RQIS","HGCL2",17.3,111.2,331,55.2,0.27,12.05,9.2,66.7,0.079,4.037,,7.7,1.251,5.34,19.7,60,"G2H015Q01","G22H"
101975,1997-05-20 18:30:00,0,"DWS-RQIS","HGCL2",14.1,58.2,208,31.9,0.2,8.09,5.7,35.8,0.171,1.881,,7.76,0.392,4.4,20.2,45.8,"G2H015Q01","G22H"
101975,1997-05-27 17:50:00,0,"DWS-RQIS","HGCL2",8,35.9,127,20,0.13,4.5,3.9,20.5,0.347,0.997,,7.36,0.15,2.86,15.9,27,"G2H015Q01","G22H"
101975,1997-06-03 18:25:00,0,"DWS-RQIS","HGCL2",13.5,82.1,260,42.1,0.2,7.97,7.8,53.3,0.38,3.07,,7.53,0.743,5.92,20.1,48.1,"G2H015Q01","G22H"
101975,1997-06-10 18:10:00,0,"DWS-RQIS","HGCL2",13.5,63.2,206,33.4,0.15,6.02,6.8,36.9,0.303,1.568,,7.36,0.218,4.74,20.8,41.7,"G2H015Q01","G22H"
101975,1997-06-17 18:00:00,0,"DWS-RQIS","HGCL2",12.8,54.1,188,29.7,0.18,5.09,5.8,31.1,0.187,1.752,,7.47,0.249,4.26,18.8,42.3,"G2H015Q01","G22H"
101975,1997-06-24 19:05:00,0,"DWS-RQIS","HGCL2",15,83.8,253,40.8,0.2,6.46,8.5,47.8,0.146,1.545,,7.4,0.216,5.4,18.7,53,"G2H015Q01","G22H"
101975,1997-07-01 18:40:00,0,"DWS-RQIS","HGCL2",18.6,75.6,263,41.7,0.19,7.56,8.7,46.8,0.479,1.73,,7.64,0.135,5.37,28.6,55.9,"G2H015Q01","G22H"
101975,1997-07-08 19:30:00,0,"DWS-RQIS","HGCL2",17.4,79.3,260,44.9,0.16,6.93,9.3,46.3,0.307,2.251,,7.48,0.256,6.06,25.3,52.8,"G2H015Q01","G22H"
101975,1997-07-15 18:50:00,0,"DWS-RQIS","HGCL2",18,89.8,282,43,0.17,6.86,9.7,50.2,0.298,2.616,,7.39,0.324,6.1,25.4,56.2,"G2H015Q01","G22H"
101975,1997-07-22 18:00:00,0,"DWS-RQIS","HGCL2",17,89.2,290,48.2,0.25,7.46,9.3,53.1,0.801,2.075,,7.64,0.481,6.34,24.1,63.6,"G2H015Q01","G22H"
101975,1997-07-29 13:15:00,0,"DWS-RQIS","HGCL2",16.2,81.6,260,43.8,0.18,6.47,9,47.8,0.28,2.647,,7.56,0.478,6.23,19.3,53.8,"G2H015Q01","G22H"
101975,1997-08-05 17:50:00,0,"DWS-RQIS","HGCL2",11,49.4,182,28,0.2,4.7,5.7,32,0.248,0.741,,7.68,0.22,3.7,22.1,43.2,"G2H015Q01","G22H"
101975,1997-08-12 17:45:00,0,"DWS-RQIS","HGCL2",15.6,83.8,273,43,0.21,6.4,9.6,53.3,0.222,1.688,,7.63,0.348,5.67,23.7,58.8,"G2H015Q01","G22H"
101975,1997-08-19 18:00:00,0,"DWS-RQIS","HGCL2",16.9,65.5,250,37,0.18,6.35,7.8,42.7,1.109,1.586,,7.83,0.399,5.01,19.4,66.8,"G2H015Q01","G22H"
101975,1997-08-26 17:10:00,0,"DWS-RQIS","HGCL2",16.2,81.2,260,41.7,0.19,6.05,9.5,47.4,0.02,1.348,,7.53,0.239,5.49,22.8,57.6,"G2H015Q01","G22H"
101975,1997-09-02 17:10:00,0,"DWS-RQIS","HGCL2",14.8,70.4,236,39.1,0.19,5.96,8.2,40.8,0.057,1.535,,7.72,0.27,5.26,23.2,53.1,"G2H015Q01","G22H"
101975,1997-09-09 18:45:00,0,"DWS-RQIS","HGCL2",15.9,75.7,246,38,0.22,5.43,8.3,47.3,0.02,1.253,,7.6,0.251,7.12,16.6,57.8,"G2H015Q01","G22H"
101975,1997-09-16 18:00:00,0,"DWS-RQIS","HGCL2",17,89.9,292,45.3,0.2,7.52,10,54.2,0.18,2.153,,7.82,0.52,4.41,22,65.8,"G2H015Q01","G22H"
101975,1997-09-23 18:10:00,0,"DWS-RQIS","HGCL2",17.4,95.8,306,48.7,0.18,7.65,9.6,60.6,0.354,2.886,,7.79,0.709,4.33,19,65.9,"G2H015Q01","G22H"
101975,1997-09-30 17:45:00,0,"DWS-RQIS","HGCL2",17.5,94.1,307,50.6,0.18,7.75,9.7,58.7,0.258,2.751,,7.8,0.602,5.14,21.2,68.1,"G2H015Q01","G22H"
101975,1997-10-07 17:45:00,0,"DWS-RQIS","HGCL2",16.8,86.6,291,49.2,0.19,7.55,8.8,55,0.053,4.289,,7.66,1.092,6.45,16.7,62.9,"G2H015Q01","G22H"
101975,1997-10-14 17:30:00,0,"DWS-RQIS","HGCL2",18,102.6,326,54.4,0.21,8.01,10.1,71.4,0.243,3.677,,7.66,1.012,6.46,20.2,62,"G2H015Q01","G22H"
101975,1997-10-21 18:00:00,0,"DWS-RQIS","HGCL2",20.3,118.1,369,60.1,0.23,9.55,11.7,74.3,0.02,2.744,,7.7,0.093,6.49,26.3,78.7,"G2H015Q01","G22H"
101975,1997-10-28 18:00:00,0,"DWS-RQIS","HGCL2",18.2,123.4,376,58.6,0.27,8.79,10.5,77.5,0.02,2.418,,7.7,1.358,6.89,28.7,77.3,"G2H015Q01","G22H"
101975,1997-11-04 18:20:00,0,"DWS-RQIS","HGCL2",20.8,118.4,391,63.1,0.25,11.07,10.9,79.2,0.02,1.748,,7.39,1.348,6.49,27.6,91.2,"G2H015Q01","G22H"
101975,1997-11-11 18:30:00,0,"DWS-RQIS","HGCL2",19.6,112.1,369,58.4,0.24,10.55,9.8,76.5,0.141,4.293,,7.82,0.144,5.63,26.3,77.1,"G2H015Q01","G22H"
101975,1997-11-18 18:30:00,0,"DWS-RQIS","HGCL2",11.2,54,185,32,0.14,4.69,5.9,34,0.116,1.643,,7.41,0.248,4.3,24,35.6,"G2H015Q01","G22H"
101975,1997-11-25 18:00:00,0,"DWS-RQIS","HGCL2",11.8,55.6,193,32.9,0.16,4.84,6.1,32.8,0.02,1.705,,7.6,0.31,4.49,17.9,45.1,"G2H015Q01","G22H"
101975,1997-12-02 18:30:00,0,"DWS-RQIS","HGCL2",15.4,70.6,241,41.3,0.17,6.52,7,44.4,0.02,3.183,,7.73,0.838,5.5,16.2,52.3,"G2H015Q01","G22H"
101975,1997-12-09 19:35:00,0,"DWS-RQIS","HGCL2",16.2,86.5,291,48.9,0.17,8.33,8,56.7,0.091,3.468,,7.71,1.388,5.64,24.7,57.7,"G2H015Q01","G22H"
101975,1997-12-23 17:50:00,0,"DWS-RQIS","HGCL2",18.4,100.7,325,52.7,0.22,7.73,8.2,67.9,0.078,1.761,,7.93,1.126,5.5,21,73.4,"G2H015Q01","G22H"
101975,1997-12-30 18:10:00,0,"DWS-RQIS","HGCL2",19.4,99.7,313,55.9,0.21,8.73,9.2,66.4,0.02,1.339,,7.75,1.567,6.07,22.7,62,"G2H015Q01","G22H"
101975,1998-01-03 18:00:00,0,"DWS-RQIS","HGCL2",18.7,107.6,353,56.4,0.23,9.91,8.6,72.7,0.02,0.679,,7.93,1.55,5.32,19.9,88.2,"G2H015Q01","G22H"
101975,1998-01-06 18:25:00,0,"DWS-RQIS","HGCL2",17.4,126,384,56.7,0.27,9.19,11.1,86.6,0.02,1.072,,8.07,1.502,6.46,22.9,83.1,"G2H015Q01","G22H"
101975,1998-01-12 10:08:00,0,"DWS-RQIS","HGCL2",22.1,116.9,419,62.5,0.25,14.12,8.5,86,0.02,0.242,,7.93,1.407,5.18,17.4,121.5,"G2H015Q01","G22H"
101975,1998-01-13 17:50:00,0,"DWS-RQIS","HGCL2",17.6,84.9,271,49.2,0.21,10.22,6.8,56.1,0.02,2.879,,7.96,1.195,5.36,18.4,49.8,"G2H015Q01","G22H"
101975,1998-01-20 17:40:00,0,"DWS-RQIS","HGCL2",18,105.5,356,56.6,0.2,9.23,7.9,74.7,0.02,1.459,,7.82,1.478,5.6,19.6,89.9,"G2H015Q01","G22H"
101975,1998-01-27 18:20:00,0,"DWS-RQIS","HGCL2",18.8,108.7,360,57.9,0.22,10.56,8.7,77.5,0.02,1.797,,7.74,1.579,6.98,21.4,83.3,"G2H015Q01","G22H"
101975,1998-03-03 18:20:00,0,"DWS-RQIS","HGCL2",21.6,113.3,435,67.8,0.23,15.53,9.1,88.1,0.076,2.198,,7.86,2.161,6.06,23.4,120.8,"G2H015Q01","G22H"
101975,1998-03-10 18:30:00,0,"DWS-RQIS","HGCL2",20.7,103,424,61.1,0.26,17.66,7.4,80.3,0.02,1.532,,7.9,2.612,5.98,30.9,122,"G2H015Q01","G22H"
101975,1998-03-17 17:50:00,0,"DWS-RQIS","HGCL2",17.6,106.7,347,58.3,0.24,13.46,7.6,72.3,0.02,0.175,,7.89,0.934,4.39,22.9,84.1,"G2H015Q01","G22H"
101975,1998-03-24 18:20:00,0,"DWS-RQIS","HGCL2",17.3,104.8,312,50.8,0.25,8.2,8.5,64.5,0.02,0.542,,7.74,0.778,6.55,18.9,69.5,"G2H015Q01","G22H"
101975,1998-03-31 18:00:00,0,"DWS-RQIS","HGCL2",20.8,133.7,429,69.5,0.28,14.6,8.4,94.3,0.02,1.735,,7.93,2.101,7.02,22.8,98.5,"G2H015Q01","G22H"
101975,1998-05-12 17:45:00,0,"DWS-RQIS","HGCL2",14.1,55.9,185,32.6,0.14,5.04,6,33,0.02,0.693,,7.35,0.022,4.79,13.1,45.2,"G2H015Q01","G22H"
101975,1998-05-19 18:15:00,0,"DWS-RQIS","HGCL2",20.9,71.8,268,36.1,0.21,6.72,7.2,43.3,0.063,2.551,,7.68,0.43,5.12,24.9,65.8,"G2H015Q01","G22H"
101975,1998-05-26 18:30:00,0,"DWS-RQIS","HGCL2",19,85,286,46.3,0.17,7.76,8.7,50.8,0.02,2.586,,7.68,0.754,6.14,21.4,65.4,"G2H015Q01","G22H"
101975,1998-06-02 17:35:00,0,"DWS-RQIS","HGCL2",31.3,460.4,1038,190,0.49,3.82,40.6,265.1,0.02,5.779,,8.07,0.041,3.61,82.8,105.1,"G2H015Q01","G22H"
101975,1998-06-09 18:30:00,0,"DWS-RQIS","HGCL2",16.6,75,256,39.9,0.19,5.95,8.8,39.9,0.02,1.259,,7.5,0.334,5.79,33.1,57.7,"G2H015Q01","G22H"
101975,1998-06-16 17:25:00,0,"DWS-RQIS","HGCL2",16.4,74.8,249,35.8,0.23,6.43,7.9,44.1,0.071,2.194,,7.79,0.408,6.13,17.1,58.4,"G2H015Q01","G22H"
101975,1998-06-23 17:40:00,0,"DWS-RQIS","HGCL2",16.2,87.5,271,47.8,0.19,6.36,8.7,54.4,0.02,2.54,,7.63,0.563,6.23,17.5,55.1,"G2H015Q01","G22H"
101975,1998-06-30 18:10:00,0,"DWS-RQIS","HGCL2",16.8,81.7,259,38,0.15,6.91,8.1,51,0.02,3.405,,7.84,0.761,6.27,17.1,49.2,"G2H015Q01","G22H"
101975,1998-07-08 07:25:00,0,"DWS-RQIS","HGCL2",18,70.5,249,41.8,0.16,5.82,7.9,43.2,0.072,1.585,,7.74,0.288,5.24,22,60,"G2H015Q01","G22H"
101975,1998-07-14 18:40:00,0,"DWS-RQIS","HGCL2",17,76.8,256,44.1,0.17,6.09,8.9,46.5,0.077,1.823,,8.14,0.284,5.94,20.8,57.7,"G2H015Q01","G22H"
101975,1998-07-21 18:10:00,0,"DWS-RQIS","HGCL2",16.3,69.7,246,35.6,0.21,5.35,8.4,45.8,0.02,1.737,,7.79,0.244,5.8,17.6,60.6,"G2H015Q01","G22H"
101975,1998-07-28 17:30:00,0,"DWS-RQIS","HGCL2",14,58.7,204,36.9,0.18,5.41,7.7,37.2,0.068,1.751,,7.8,0.208,4.65,18.5,44,"G2H015Q01","G22H"
101975,1998-08-04 17:40:00,0,"DWS-RQIS","HGCL2",11.8,54,172,32,0.17,4.66,6.6,32.8,0.062,1.181,,7.72,0.247,4.53,17.2,32.1,"G2H015Q01","G22H"
101975,1998-08-11 17:20:00,0,"DWS-RQIS","HGCL2",15.6,70.3,230,41.7,0.26,5.26,8.6,44.5,0.056,1.942,,7.82,0.255,5.65,19.7,46.3,"G2H015Q01","G22H"
101975,1998-09-01 18:10:00,0,"DWS-RQIS","HGCL2",15.7,77.6,258,45.8,0.22,6.39,8.3,49.4,0.12,2.971,,7.73,0.797,5.8,20.1,53.2,"G2H015Q01","G22H"
101975,1998-09-08 17:45:00,0,"DWS-RQIS","HGCL2",16.4,86.1,276,41.5,0.18,6.24,8.6,56.4,0.182,3.351,,7.71,0.731,5.49,18,54.7,"G2H015Q01","G22H"
101975,1998-09-15 18:10:00,0,"DWS-RQIS","HGCL2",16.5,85.5,272,47.7,0.18,7.01,8.7,53.6,0.02,3.101,,7.52,0.809,4.41,20.9,51.6,"G2H015Q01","G22H"
101975,1998-09-22 18:00:00,0,"DWS-RQIS","HGCL2",17.1,90.3,281,42.8,0.18,7.2,9.7,56.4,0.02,2.43,,7.87,0.457,4.63,19.9,55.6,"G2H015Q01","G22H"
101975,1998-09-29 18:00:00,0,"DWS-RQIS","HGCL2",14.8,75.7,239,40.5,0.16,5.46,8,45.4,0.079,1.868,,7.67,0.396,4.97,15.7,52.3,"G2H015Q01","G22H"
101975,1998-10-06 18:35:00,0,"DWS-RQIS","HGCL2",13.3,64,211,36.2,0.18,4.8,6.5,38,0.06,2.553,,7.62,0.715,5.2,16.7,44.3,"G2H015Q01","G22H"
101975,1998-10-20 18:30:00,0,"DWS-RQIS","HGCL2",16.6,86.3,289,48.3,0.22,7.57,7.9,57.6,0.02,4.062,,7.56,1.203,6.42,19.9,58.1,"G2H015Q01","G22H"
101975,1998-10-27 19:30:00,0,"DWS-RQIS","HGCL2",17.1,95.1,312,51.2,0.19,8.51,8.9,64.3,0.02,3.209,,7.67,1.238,5.98,24,62.3,"G2H015Q01","G22H"
101975,1998-11-03 18:30:00,0,"DWS-RQIS","HGCL2",11.6,46.4,166,28.3,0.22,4.5,5.3,28.1,0.096,1.298,,7.52,0.304,3.82,17.7,36.9,"G2H015Q01","G22H"
101975,1998-11-10 18:00:00,0,"DWS-RQIS","HGCL2",16.9,69.5,240,41.6,0.17,6.05,7.4,46.1,0.093,2.573,,7.52,0.767,5.61,17.5,51,"G2H015Q01","G22H"
101975,1998-11-17 18:30:00,0,"DWS-RQIS","HGCL2",17.5,75.2,253,43.3,0.17,6.23,7.6,48.1,0.02,5.276,,7.52,1.056,6.08,18.8,43.5,"G2H015Q01","G22H"
101975,1998-11-24 18:20:00,0,"DWS-RQIS","HGCL2",17.8,92.8,282,49.6,0.18,7.75,8.2,60.4,0.02,1.023,,7.45,1.538,5.73,20.9,53.3,"G2H015Q01","G22H"
101975,1998-12-01 18:10:00,0,"DWS-RQIS","HGCL2",20.9,112.5,356,59.8,0.2,10.02,9.3,76.2,0.02,7.697,,7.92,1.499,5.44,24.2,52.2,"G2H015Q01","G22H"
101975,1998-12-08 18:30:00,0,"DWS-RQIS","HGCL2",20.8,99.6,331,54.3,0.21,8.59,9.3,66,0.02,4.803,,7.97,1.463,6.88,21.2,65.3,"G2H015Q01","G22H"
101975,1998-12-16 07:40:00,0,"DWS-RQIS","HGCL2",18.3,79.5,266,46,0.23,8.17,7.7,50,0.049,3.417,,7.73,0.793,5.75,18.7,54.3,"G2H015Q01","G22H"
101975,1998-12-22 18:05:00,0,"DWS-RQIS","HGCL2",20.3,96.8,312,53.2,0.27,7.64,9.3,60.7,0.02,4.178,,7.67,0.685,5.36,21.1,61.3,"G2H015Q01","G22H"
101975,1999-01-05 18:30:00,0,"DWS-RQIS","HGCL2",24,114.5,369,60.5,0.21,9.57,10.6,71.9,0.043,7.564,,7.73,1.595,5.59,16.8,67.7,"G2H015Q01","G22H"
101975,1999-01-12 18:00:00,0,"DWS-RQIS","HGCL2",24.9,126.9,435,70.4,0.38,12.1,11.4,92.5,0.053,7.365,,7.78,2.299,6.18,27,81.7,"G2H015Q01","G22H"
101975,1999-01-19 20:00:00,0,"DWS-RQIS","HGCL2",23.5,143.9,448,72.8,0.21,11.81,11.9,94.2,0.076,9.218,,7.7,2.536,5.54,25.8,72.4,"G2H015Q01","G22H"
101975,1999-01-26 18:30:00,0,"DWS-RQIS","HGCL2",23.4,133.8,430,71.8,0.24,12,11,90.2,0.085,8.699,,7.68,2.563,4.81,26.4,70.6,"G2H015Q01","G22H"
101975,1999-02-02 08:00:00,0,"DWS-RQIS","HGCL2",22.3,120.9,423,66.9,0.28,12.14,9.7,89.4,0.049,3.905,,7.79,2.365,5.39,29.7,93.5,"G2H015Q01","G22H"
101975,1999-02-09 19:20:00,0,"DWS-RQIS","HGCL2",21.5,138.9,439,72.1,0.29,12.57,9.1,95.9,0.059,6.265,,7.83,2.294,5.14,28.8,80,"G2H015Q01","G22H"
101975,1999-02-16 18:45:00,0,"DWS-RQIS","HGCL2",21,108.3,392,63.5,0.25,14.74,8.6,79.8,0.02,5.033,,7.91,2.529,5.76,27.1,83.6,"G2H015Q01","G22H"
101975,1999-02-23 19:30:00,0,"DWS-RQIS","HGCL2",22.3,110.9,426,65.8,0.3,14.37,9.4,90,0.488,1.451,,7.87,2.813,6.67,25.3,112.8,"G2H015Q01","G22H"
101975,1999-03-02 18:45:00,0,"DWS-RQIS","HGCL2",22.6,129.6,442,71.1,0.25,16.03,10.6,90.4,0.02,1.254,,7.95,2.106,6.2,20.2,115.3,"G2H015Q01","G22H"
101975,1999-03-09 19:00:00,0,"DWS-RQIS","HGCL2",21.9,107.8,477,70,0.27,15.4,10.2,109.4,0.417,3.582,,8.01,2.508,6.06,52.1,111.7,"G2H015Q01","G22H"
101975,1999-03-16 18:35:00,0,"DWS-RQIS","HGCL2",20.632,117.909,383.965,62.5,0.386,11.908,8.921,80.006,0.02,0.674,,7.977,0.081,5.848,21.917,97.624,"G2H015Q01","G22H"
101975,1999-03-23 19:00:00,0,"DWS-RQIS","HGCL2",16.9,89,307,52,0.37,10.48,7,62.4,0.02,5.424,,7.89,2.381,4.98,15.9,60.3,"G2H015Q01","G22H"
101975,1999-03-30 18:50:00,0,"DWS-RQIS","HGCL2",18.4,95.1,351,58.4,0.27,11.67,8.3,74.3,0.332,2.962,,7.81,2.474,5.54,22.1,81.8,"G2H015Q01","G22H"
101975,1999-04-06 19:00:00,0,"DWS-RQIS","HGCL2",20.894,103.032,360.043,60.2,0.231,14.109,7.973,72.8,0.02,6.291,,7.749,2.677,4.599,24.077,66.306,"G2H015Q01","G22H"
101975,1999-04-13 19:00:00,0,"DWS-RQIS","HGCL2",18.6,96.3,328,55.2,0.21,10.91,7.2,70.6,0.061,5.863,,7.67,0.122,4.78,26.8,58.4,"G2H015Q01","G22H"
101975,1999-04-20 18:50:00,0,"DWS-RQIS","HGCL2",17.4,75.9,262,46.6,0.21,9.46,7.5,50.4,0.14,3.771,,7.48,1.107,5.37,28.9,42.6,"G2H015Q01","G22H"
101975,1999-04-27 18:15:00,0,"DWS-RQIS","HGCL2",20.8,97.2,337,56.3,0.18,13.98,8.8,63.7,0.02,3.889,,7.84,0.748,6.63,25.5,72,"G2H015Q01","G22H"
101975,1999-05-04 19:00:00,0,"DWS-RQIS","HGCL2",11.1,47.1,166,29,0.22,4.89,5.2,28.9,0.02,1.288,,7.59,0.267,4.59,14.7,38.9,"G2H015Q01","G22H"
101975,1999-05-25 18:30:00,0,"DWS-RQIS","HGCL2",19.861,98.882,315.389,53,0.233,10.106,8.487,61.297,0.179,4.811,,7.761,1.716,6.545,20.213,57.019,"G2H015Q01","G22H"
101975,1999-06-01 18:00:00,0,"DWS-RQIS","HGCL2",15.5,82.8,271,49.1,0.18,7.97,7.4,54.4,0.02,6.281,,7.65,1.842,6,19.1,41.1,"G2H015Q01","G22H"
101975,1999-06-08 18:40:00,0,"DWS-RQIS","HGCL2",16,89.3,307,54.1,0.18,8.83,8,59.5,1.46,4.118,,7.41,2.194,6.48,19.8,64.3,"G2H015Q01","G22H"
101975,1999-06-14 18:20:00,0,"DWS-RQIS","HGCL2",19.2,105.8,348,58.3,0.2,11.13,8.4,70,0.72,3.921,,7.69,2.144,6.08,20,72.3,"G2H015Q01","G22H"
101975,1999-06-22 18:30:00,0,"DWS-RQIS","HGCL2",8.1,37.8,125,22.4,0.15,3.55,3.8,22.5,0.058,0.701,,7.42,0.245,3.36,12.8,27,"G2H015Q01","G22H"
101975,1999-06-29 18:35:00,0,"DWS-RQIS","HGCL2",7.1,28.4,103,18.6,0.12,2.58,3.5,16.8,0.078,0.478,,7.5,0.243,3.38,10.9,25.1,"G2H015Q01","G22H"
101975,1999-07-07 07:15:00,0,"DWS-RQIS","HGCL2",18.5,87.5,279,48.9,0.17,6.82,9.3,52.7,0.307,2.169,,7.64,0.55,6.37,24.5,55.7,"G2H015Q01","G22H"
101975,1999-07-27 18:30:00,0,"DWS-RQIS","HGCL2",14.5,71.4,229,41.8,0.18,5.42,7.3,42.9,0.24,2.136,,7.65,0.478,5.73,20.3,45.3,"G2H015Q01","G22H"
101975,1999-08-03 18:50:00,0,"DWS-RQIS","HGCL2",10.4,35.8,147,24,0.16,3.92,4.8,23.1,0.061,0.345,,7.12,0.061,3.41,24.6,34.7,"G2H015Q01","G22H"
101975,1999-08-10 18:40:00,0,"DWS-RQIS","HGCL2",17,67.1,227,40.6,0.18,5.09,7.8,39.4,0.02,1.853,,7.55,0.252,5.45,22.8,47.8,"G2H015Q01","G22H"
101975,1999-08-17 10:00:00,0,"DWS-RQIS","HGCL2",16.4,80.6,265,45.5,0.19,6.28,9.1,52.3,0.02,1.938,,7.61,0.585,5.97,19,57.9,"G2H015Q01","G22H"
101975,1999-08-31 18:20:00,0,"DWS-RQIS","HGCL2",14.567,64.143,212.755,37.8,0.17,5.579,7.523,38.774,0.02,1.58,,7.538,0.15,5.21,19.822,44.861,"G2H015Q01","G22H"
101975,1999-09-07 18:00:00,0,"DWS-RQIS","HGCL2",20,80,269,47.1,0.2,6.45,9.7,48.2,0.091,2.141,,7.97,0.417,5.52,19.7,60.8,"G2H015Q01","G22H"
101975,1999-09-14 18:30:00,0,"DWS-RQIS","HGCL2",7.4,31.4,108,19.4,0.12,2.33,3.8,17.9,0.02,0.732,,7.35,0.118,3.26,12.4,23.6,"G2H015Q01","G22H"
101975,1999-09-21 19:00:00,0,"DWS-RQIS","HGCL2",15.6,72.4,243,41.7,0.19,5.21,8.4,43.2,0.02,1.702,,7.59,0.255,5.62,23.4,54.1,"G2H015Q01","G22H"
101975,1999-09-28 18:35:00,0,"DWS-RQIS","HGCL2",14.25,72.388,243.152,39.5,0.15,5.562,7.767,45.109,0.02,1.738,,7.696,0.298,5.298,21.748,55.398,"G2H015Q01","G22H"
101975,1999-10-05 18:15:00,0,"DWS-RQIS","HGCL2",15.832,74.395,250.459,43.6,0.178,5.352,8.609,44.548,0.02,0.56,,7.251,0.181,5.623,22.53,62.296,"G2H015Q01","G22H"
101975,1999-10-12 18:00:00,0,"DWS-RQIS","HGCL2",15.28,67.239,222.194,38.6,0.177,4.723,7.047,41.558,0.02,1.697,,7.601,0.371,5.591,14.983,51.27,"G2H015Q01","G22H"
101975,1999-10-19 18:25:00,0,"DWS-RQIS","HGCL2",15.388,75.336,252.535,44.3,0.181,5.891,7.828,47.276,0.02,3.997,,7.595,0.909,6.675,20.926,48.556,"G2H015Q01","G22H"
101975,1999-11-02 18:50:00,0,"DWS-RQIS","HGCL2",16.222,84.844,288.731,50.8,0.218,7.963,8.865,55.84,0.02,4.975,,8.057,1.512,6.308,24.06,52.519,"G2H015Q01","G22H"
101975,1999-11-09 19:20:00,0,"DWS-RQIS","HGCL2",16.784,95.872,322.698,56.3,0.259,9.461,9.54,64.14,0.214,4.361,,7.641,1.033,5.668,25.16,64.575,"G2H015Q01","G22H"
101975,1999-11-16 09:30:00,0,"DWS-RQIS","HGCL2",24.89,139.643,433.348,71.6,0.249,10.729,14.292,91.936,0.02,2.262,,8.068,1.031,5.611,28.989,89.743,"G2H015Q01","G22H"
101975,2000-01-11 18:30:00,0,"DWS-RQIS","HGCL2",18.902,105.995,346.018,58,0.198,8.882,9.009,71.676,0.02,0.321,,7.025,1.74,3.19,25.325,81.401,"G2H015Q01","G22H"
101975,2000-01-18 18:40:00,0,"DWS-RQIS","HGCL2",16.541,92.475,321.457,54.9,0.21,9.484,7.464,69.924,0.045,3.632,,8.054,1.755,1.961,20.72,68.174,"G2H015Q01","G22H"
101975,2000-02-08 18:00:00,0,"DWS-RQIS","HGCL2",20.181,116.385,412.964,66.8,0.178,14.056,9.509,88.093,0.02,2.368,,7.965,3.063,2.899,20.056,102.198,"G2H015Q01","G22H"
101975,2000-02-15 17:45:00,0,"DWS-RQIS","HGCL2",19.194,110.649,397.699,65.9,0.22,16.157,8.544,84.978,0.02,1.099,,8.007,1.545,2.702,21.596,103.943,"G2H015Q01","G22H"
101975,2000-02-22 18:00:00,0,"DWS-RQIS","HGCL2",19.355,106.066,396.777,64.1,0.295,14.285,7.759,84.506,0.02,1.49,,8.146,1.743,3.077,19.644,109.002,"G2H015Q01","G22H"
101975,2000-02-29 18:30:00,0,"DWS-RQIS","HGCL2",15.096,106.833,394.664,62.7,0.242,13.841,6.353,83.738,0.02,1.495,,7.999,2.247,3.207,21.534,109.488,"G2H015Q01","G22H"
101975,2000-03-14 06:25:00,0,"DWS-RQIS","HGCL2",18.495,127.754,414.453,68,0.205,13.965,9.087,90.282,0.02,2.277,,7.417,1.713,4.455,24.179,94.425,"G2H015Q01","G22H"
101975,2000-03-21 17:50:00,0,"DWS-RQIS","HGCL2",15.374,96,335.321,54.5,0.262,11.624,8.146,70.515,0.02,2.872,,7.746,1.629,3.949,19.344,79,"G2H015Q01","G22H"
101975,2000-03-28 18:00:00,0,"DWS-RQIS","HGCL2",16.672,92.03,337.755,55.5,0.267,12.064,7.269,72.587,0.02,1.55,,7.915,1.628,3.536,16.827,88.71,"G2H015Q01","G22H"
101975,2000-04-04 18:30:00,0,"DWS-RQIS","HGCL2",18.906,113.599,394.114,65.1,0.281,13.306,8.452,82.72,0.02,3.257,,8.046,2.067,4.373,25.014,91.084,"G2H015Q01","G22H"
101975,2000-04-11 18:00:00,0,"DWS-RQIS","HGCL2",16.674,102.852,344.701,55.6,0.246,10.154,7.156,77.04,0.062,2.217,,7.433,1.489,3.979,26.031,73.888,"G2H015Q01","G22H"
101975,2000-04-18 19:24:00,0,"DWS-RQIS","HGCL2",16.456,96.416,341.603,56,0.248,11.03,6.426,71.643,0.02,3.886,,7.792,3.363,3.968,22.053,73.644,"G2H015Q01","G22H"
